h3_d,traffic_ct,geometry
872b8890affffff,2,"POLYGON ((-74.13711380525092 43.97580687535097, -74.15287901557491 43.9689902548986, -74.15231420826012 43.95620411959119, -74.1359932200443 43.950234477307305, -74.12023216849893 43.95704751717814, -74.12078794616905 43.969833778849164, -74.13711380525092 43.97580687535097))"
872a10035ffffff,485,"POLYGON ((-73.76927756617191 40.9266995891921, -73.7840831245987 40.92014666332209, -73.78365164369487 40.90779676868566, -73.76842251926726 40.9019997263343, -73.75362069521667 40.90854924387335, -73.7540442610857 40.920899211125075, -73.76927756617191 40.9266995891921))"
872aa4111ffffff,1,"POLYGON ((-76.86995849292897 42.72404365044922, -76.88490464593154 42.71694768621249, -76.88360697046012 42.7043480838411, -76.86737162160593 42.69884388595294, -76.85242866037244 42.70593614408822, -76.85371785560538 42.71853630520905, -76.86995849292897 42.72404365044922))"
872a16a65ffffff,19,"POLYGON ((-73.82184216610851 41.55832938556963, -73.83684229721672 41.55172274177911, -73.83639084632794 41.53927724760186, -73.82094739578154 41.533438316755365, -73.80595108817111 41.540041517757956, -73.8063944074646 41.5524870914065, -73.82184216610851 41.55832938556963))"
872a10019ffffff,1519,"POLYGON ((-73.82537992816971 40.81409055038343, -73.8401428409784 40.80753880586375, -73.8396976456867 40.7952061501789, -73.82449741438495 40.78942515664858, -73.80973820448015 40.795973494162695, -73.81017552283477 40.80830623124639, -73.82537992816971 40.81409055038343))"
872b8b774ffffff,37,"POLYGON ((-75.58118940057489 42.46021509296256, -75.59624093200998 42.45330854575594, -75.5953012446001 42.44073558660107, -75.57931845267086 42.435068818845316, -75.56427042932161 42.44197175439418, -75.56520168939872 42.454545068347876, -75.58118940057489 42.46021509296256))"
872b9ba18ffffff,21,"POLYGON ((-78.81158633011921 43.23845401686216, -78.82638878848256 43.23106622859016, -78.82454110341335 43.21842380027282, -78.80789952408317 43.21316829088833, -78.79309976565591 43.22055224216794, -78.79493888568655 43.2331955388354, -78.81158633011921 43.23845401686216))"
872b89995ffffff,4,"POLYGON ((-73.58023111188365 43.12913045101406, -73.59578169199168 43.12244692456333, -73.59538130966438 43.109775818433434, -73.57943905084217 43.10378819959336, -73.56389262747096 43.11046822801879, -73.56428430606285 43.123139372271766, -73.58023111188365 43.12913045101406))"
872ab5373ffffff,3,"POLYGON ((-79.58750381797745 42.05970450425994, -79.60180496080359 42.05232147389189, -79.59979626589924 42.03985972550574, -79.58349451244842 42.03478003561519, -79.56919571693939 42.04215925669503, -79.57119632659003 42.05462197601605, -79.58750381797745 42.05970450425994))"
872b8c22affffff,2,"POLYGON ((-73.74195424521807 44.158455125411116, -73.75783769960096 44.15168232337395, -73.75738234671275 44.13887219957067, -73.74105264439368 44.13283481474183, -73.72517349348003 44.13960405871466, -73.72561974125819 44.15241424450859, -73.74195424521807 44.158455125411116))"
872b9ba0effffff,3,"POLYGON ((-78.74867140551359 43.242696414796775, -78.76348570677384 43.23531630625391, -78.76165515468385 43.22267214612494, -78.74501887123468 43.21740723497802, -78.7302072889309 43.2247835093411, -78.73202927019283 43.23742852804052, -78.74867140551359 43.242696414796775))"
872a16a73ffffff,47,"POLYGON ((-73.94364779470153 41.555207464511135, -73.95863107587095 41.54858491300558, -73.9581471026802 41.53613978386036, -73.94268797809416 41.5303171069028, -73.92770848939018 41.53693620665109, -73.92818433264486 41.54938143412598, -73.94364779470153 41.555207464511135))"
872b8b762ffffff,3,"POLYGON ((-75.54736491548712 42.42372982266539, -75.56240942894878 42.41683049674332, -75.5614796878275 42.404262554721235, -75.54551384774349 42.39859358825593, -75.53047284596167 42.4054893065824, -75.531394172173 42.418057597962, -75.54736491548712 42.42372982266539))"
872aa461affffff,1,"POLYGON ((-77.39703379637537 42.25988384241613, -77.4117500109401 42.252757173821685, -77.41032281158897 42.2402297298503, -77.39418768522569 42.234828316280236, -77.37947445375342 42.24195127228424, -77.38089336487535 42.254479353465975, -77.39703379637537 42.25988384241613))"
872a16d42ffffff,2,"POLYGON ((-74.5076957342514 42.158299872027115, -74.52279904236043 42.151558207465044, -74.52215599441465 42.13902467214354, -74.50641797662941 42.1332326145828, -74.49131841444569 42.13997075685307, -74.49195312387047 42.15250447797064, -74.5076957342514 42.158299872027115))"
872a10728ffffff,5774,"POLYGON ((-74.01649912074949 40.716486657916704, -74.03120693177108 40.70991755059787, -74.03071249793413 40.6975998097992, -74.01551809624925 40.69185106469633, -74.0008139265371 40.69841675576381, -74.00130051703714 40.710734607222335, -74.01649912074949 40.716486657916704))"
872b8d5a8ffffff,2,"POLYGON ((-73.7005055647873 43.89050471273687, -73.71630121799151 43.88375476969357, -73.71586022194177 43.870980099144624, -73.69963257099168 43.86495531480146, -73.68384118223416 43.87170171532474, -73.68427317983162 43.884476441648204, -73.7005055647873 43.89050471273687))"
872b88186ffffff,2,"POLYGON ((-74.79977929647357 43.7645382104349, -74.815378264087 43.7576436288896, -74.81463033167665 43.74488681611716, -74.79829236886377 43.739024350377065, -74.78269733630403 43.74591531159165, -74.78343633117659 43.75867235782132, -74.79977929647357 43.7645382104349))"
872b8a0f6ffffff,10,"POLYGON ((-76.36017782428668 43.49272951281533, -76.3754546774513 43.48564224575504, -76.3742767634607 43.472931504277966, -76.35783078520797 43.46730754575198, -76.3425573793841 43.474391099405494, -76.34372650390222 43.48710232395725, -76.36017782428668 43.49272951281533))"
872b89135ffffff,2,"POLYGON ((-73.72986087772699 42.897737711683696, -73.7453134713624 42.89104912274705, -73.74487395911683 42.87841001841226, -73.72899046923467 42.87245943952502, -73.71354195113996 42.87914452943832, -73.71397284724311 42.891783696231904, -73.72986087772699 42.897737711683696))"
872aa0d2cffffff,1,"POLYGON ((-77.52494719572606 42.15814962312997, -77.53961137226531 42.15101505091923, -77.53815282096613 42.138503904045756, -77.52203833821271 42.133126672319115, -77.50737709643174 42.14025753016102, -77.50882740195539 42.15276933312054, -77.52494719572606 42.15814962312997))"
872b89119ffffff,13,"POLYGON ((-73.78848619664463 42.78255621777416, -73.80389236797075 42.775867449443034, -73.80343787705148 42.76324445684669, -73.78758578756855 42.75731015957072, -73.77218365598651 42.76399542970721, -73.77262957399181 42.77661849428778, -73.78848619664463 42.78255621777416))"
872aa49b1ffffff,2,"POLYGON ((-76.61857549018299 43.04106176036925, -76.63366341265379 43.03397415680061, -76.63242593358656 43.02132771289311, -76.61610913962693 43.01576835019075, -76.60102452437626 43.02285224679753, -76.602253395272 43.035499212051484, -76.61857549018299 43.04106176036925))"
872b8d584ffffff,15,"POLYGON ((-73.76593560843804 43.92737987158722, -73.7817351590803 43.92061838228808, -73.78127539242081 43.907838740152485, -73.76502508778003 43.90182051995565, -73.74922979038574 43.90857845986346, -73.74968054422469 43.921358168295264, -73.76593560843804 43.92737987158722))"
872aa4636ffffff,17,"POLYGON ((-77.34800359159797 42.3761616827273, -77.36276439825302 42.36903178117036, -77.3613468860414 42.35648706550925, -77.34517689878749 42.35107161978196, -77.33041910387281 42.35819780546772, -77.33182828379707 42.370743151764934, -77.34800359159797 42.3761616827273))"
872b8c521ffffff,28,"POLYGON ((-74.30748317979187 44.858662461613164, -74.32353501362167 44.851765661121405, -74.3229100516034 44.83886557157443, -74.30624264295913 44.83286212757692, -74.290195083804 44.83975529353405, -74.29081065835348 44.85265553692791, -74.30748317979187 44.858662461613164))"
872b8a0ccffffff,1,"POLYGON ((-76.28632582047733 43.381279141455586, -76.30157669185438 43.374210000124094, -76.30042214646343 43.36151373151466, -76.28402547858484 43.35588613255206, -76.26877805886508 43.362951570684785, -76.26992385481243 43.37564830994722, -76.28632582047733 43.381279141455586))"
872aa466effffff,5,"POLYGON ((-77.12450550529597 42.18026660336534, -77.1392382742911 42.17318127936899, -77.13788707962613 42.16066197416603, -77.12181138761046 42.15522739773908, -77.107081666456 42.16230902865648, -77.10842458884257 42.17482892809571, -77.12450550529597 42.18026660336534))"
872b993aaffffff,147,"POLYGON ((-77.69495834344131 43.1937643561152, -77.70992842969851 43.186523962410334, -77.70838981632231 43.17386944762474, -77.69188973147251 43.168454632956845, -77.6769226656066 43.175691249450736, -77.6784526634346 43.18834645681621, -77.69495834344131 43.1937643561152))"
872b89141ffffff,2,"POLYGON ((-73.61349572609812 42.6919199178969, -73.62889476305281 42.68526126056366, -73.62848909889756 42.672651297786075, -73.61269293741049 42.666699946858024, -73.59729797020161 42.673355123811255, -73.59769509461007 42.685965131048775, -73.61349572609812 42.6919199178969))"
872aa6708ffffff,10,"POLYGON ((-78.70687832274115 42.29285951960872, -78.72139717699939 42.28556470424583, -78.7196153065754 42.273052458371055, -78.70332280838022 42.26783418704049, -78.68880657506294 42.27512522025888, -78.69058021813439 42.287638305990114, -78.70687832274115 42.29285951960872))"
872b8b031ffffff,2,"POLYGON ((-75.37971698015376 42.69534712998254, -75.39487434327069 42.68844976040023, -75.3939849771858 42.675842327994175, -75.37794676619833 42.670131940331196, -75.36279300198827 42.67702570023865, -75.36367384946588 42.68963345646643, -75.37971698015376 42.69534712998254))"
872a10770ffffff,1192,"POLYGON ((-73.99935568578373 40.66147464192416, -74.01404848807927 40.6549119761881, -74.01355913216906 40.642602763159, -73.99838479889897 40.63685610677977, -73.98369563354399 40.64341536022728, -73.98417716435813 40.65572468138096, -73.99935568578373 40.66147464192416))"
872b8c543ffffff,1,"POLYGON ((-74.28283565949151 44.68507950654009, -74.29882922620573 44.678197046403675, -74.29821373786999 44.665318917339356, -74.28161399820137 44.65932309750217, -74.26562468047628 44.6662019330198, -74.26623085317304 44.67908021190406, -74.28283565949151 44.68507950654009))"
872aa68b5ffffff,5,"POLYGON ((-78.23397189153663 42.836737281108725, -78.24873990135444 42.82945634177318, -78.24706592586709 42.81685932812536, -78.23063239244824 42.81154247953615, -78.2158672022712 42.81881963152098, -78.2175327250452 42.83141741845846, -78.23397189153663 42.836737281108725))"
872b99390ffffff,18,"POLYGON ((-77.82557028716367 43.22437329426733, -77.84052945928272 43.21711350805034, -77.83895380255687 43.20445668195112, -77.82242759291061 43.19905892759939, -77.80747140733006 43.20631492791729, -77.80903844407116 43.21897246747983, -77.82557028716367 43.22437329426733))"
872aa6724ffffff,4,"POLYGON ((-78.66112888112741 42.40970712279901, -78.67569189342179 42.40240800857079, -78.6739178708249 42.389878299445165, -78.65758910696472 42.38464686925919, -78.64302874185334 42.39194219733964, -78.64479449255354 42.40447274078724, -78.66112888112741 42.40970712279901))"
872aa5976ffffff,8,"POLYGON ((-75.47500249059851 42.06803488972041, -75.48994221722901 42.06117212796846, -75.48903915338873 42.04865507676716, -75.47320465099743 42.04300044948126, -75.45826840174385 42.04985962612605, -75.45916317711352 42.06237701416657, -75.47500249059851 42.06803488972041))"
872b99386ffffff,56,"POLYGON ((-77.76257426653576 43.22807473569583, -77.77754474437673 43.22082283408271, -77.77598633004195 43.208164586000414, -77.75946606190233 43.20275753494971, -77.74449858936731 43.21000565389471, -77.7460483788893 43.22266460555121, -77.76257426653576 43.22807473569583))"
872b8c555ffffff,1,"POLYGON ((-74.31730149668198 44.722838062509226, -74.3333035570436 44.71594834653514, -74.33267768039154 44.70306545987746, -74.31605907398276 44.69707213263097, -74.3000612597195 44.70395821958614, -74.30067780550233 44.71684126171616, -74.31730149668198 44.722838062509226))"
872aa68a3ffffff,1,"POLYGON ((-78.19777651930738 42.80090261493728, -78.21253888684257 42.79362924844083, -78.21087609270218 42.78103665408308, -78.1944593719042 42.77571665799383, -78.17969983000079 42.782986240865185, -78.1813541824438 42.79557960246409, -78.19777651930738 42.80090261493728))"
872a10766ffffff,2109,"POLYGON ((-73.93960455146843 40.66308473960264, -73.95430550947268 40.656529678451555, -73.95383180418976 40.64422025371463, -73.93866496670384 40.63846579012537, -73.92396766032749 40.645017443272266, -73.92443353965679 40.65732696705086, -73.93960455146843 40.66308473960264))"
872aa6794ffffff,2,"POLYGON ((-79.01349059270972 42.36663346002841, -79.02798236278608 42.359294068058524, -79.02611492480631 42.34677691201258, -79.00976394941796 42.341598259060056, -78.99527472166642 42.34893385056991, -78.99713392606529 42.3614518945338, -79.01349059270972 42.36663346002841))"
872b99320ffffff,17,"POLYGON ((-77.46541077934342 43.26418865431376, -77.48044039114659 43.25697262389997, -77.47896278352994 43.24430532313228, -77.46246421735437 43.23885339474997, -77.44743770175468 43.24606565711981, -77.44890665539421 43.258733614902916, -77.46541077934342 43.26418865431376))"
872b8b0adffffff,4,"POLYGON ((-75.48481190223461 42.634432803216455, -75.49993419621195 42.62752596662246, -75.49901728319675 42.614927700753, -75.48298656939362 42.60923593024297, -75.46786783629108 42.61613915303566, -75.46877625570963 42.62873775912484, -75.48481190223461 42.634432803216455))"
872aa4975ffffff,8,"POLYGON ((-76.26267827632195 42.94350690118674, -76.27778788613708 42.93647371912713, -76.27665083975369 42.92383752609105, -76.26041276795469 42.918234049642486, -76.24530655118141 42.92526355177006, -76.24643501263033 42.93790020926038, -76.26267827632195 42.94350690118674))"
872b8eb12ffffff,1,"POLYGON ((-74.94504130451327 44.56850134583732, -74.96089806041 44.561533017803974, -74.9600952352999 44.54867144052466, -74.94344491121339 44.54277793195692, -74.9275921899154 44.54974259107829, -74.92838575773543 44.56260442659697, -74.94504130451327 44.56850134583732))"
872aa46e4ffffff,1,"POLYGON ((-77.33108927527061 42.22572795299442, -77.34580481592931 42.218612504329286, -77.34439648111169 42.20608913989387, -77.32828088409626 42.20068059646607, -77.31356834034388 42.20779233799708, -77.31496839603493 42.22031632910733, -77.33108927527061 42.22572795299442))"
872a1622dffffff,10,"POLYGON ((-74.33072194492098 41.357701182984144, -74.34559117888905 41.35104237179898, -74.34500625786161 41.33862687285312, -74.32956016112227 41.33287002582173, -74.31469459091616 41.33952536646145, -74.3152714534734 41.35194102369657, -74.33072194492098 41.357701182984144))"
872aa6813ffffff,1,"POLYGON ((-78.1173387665365 42.78686020708316, -78.13210958776584 42.77959826557818, -78.13046924748265 42.76700636298686, -78.1140665263793 42.76167564636577, -78.09929855208362 42.768933809132086, -78.10093045115049 42.78152646627046, -78.1173387665365 42.78686020708316))"
872b9931affffff,391,"POLYGON ((-77.61398058212913 43.17930910435049, -77.62895884862671 43.17208038434269, -77.6274430331197 43.159426719576444, -77.61095756475243 43.154001094132646, -77.5959823401498 43.16122604213324, -77.59748954126795 43.173880386576755, -77.61398058212913 43.17930910435049))"
872ab5b01ffffff,5,"POLYGON ((-79.27180421250121 42.424209305785546, -79.28627121158955 42.41683283392852, -79.28433173279478 42.40431250945366, -79.26793349026978 42.3991677275461, -79.25346896612619 42.406540384178825, -79.25540020860986 42.419061636988474, -79.27180421250121 42.424209305785546))"
